bmkegId	volume	issue	journal_id
34332	179	4	4668
34334	179	4	4668
34335	179	4	4668
34336	179	4	4668
34337	179	4	4668
34339	179	4	4668
34341	179	3	4668
34344	179	3	4668
34346	179	3	4668
34349	179	3	4668
34353	179	3	4668
34355	179	3	4668
34357	179	3	4668
34359	179	3	4668
34360	179	3	4668
34363	179	3	4668
34366	179	3	4668
34367	179	3	4668
34368	179	2	4668
34369	179	2	4668
34373	179	2	4668
34375	179	2	4668
34376	179	2	4668
34377	179	2	4668
34378	179	2	4668
34381	179	2	4668
34383	179	1	4668
34384	179	1	4668
34387	179	1	4668
34388	179	1	4668
34390	179	1	4668
34392	179	1	4668
34393	179	1	4668
34394	179	1	4668
34398	179	1	4668
34399	179	1	4668
34400	179	1	4668
34401	179	1	4668
34403	178	4	4668
34404	178	4	4668
34405	178	4	4668
34407	178	4	4668
34409	181	1	4668
34410	181	1	4668
34411	181	1	4668
34414	181	1	4668
34419	181	1	4668
34420	180	4	4668
34422	180	4	4668
34424	180	4	4668
34426	180	4	4668
34428	180	4	4668
34429	180	4	4668
34430	180	4	4668
34431	180	4	4668
34433	180	4	4668
34434	180	4	4668
34435	180	4	4668
34439	180	4	4668
34440	180	3	4668
34441	180	3	4668
34443	180	3	4668
34444	180	3	4668
34446	180	3	4668
34447	180	3	4668
34449	180	3	4668
34452	180	3	4668
34453	180	3	4668
34455	180	3	4668
34457	180	3	4668
34458	180	3	4668
34459	180	2	4668
34460	180	2	4668
34461	180	2	4668
34462	180	2	4668
34466	180	2	4668
34468	180	2	4668
34470	180	2	4668
34472	180	2	4668
34473	180	2	4668
34475	180	2	4668
34476	180	2	4668
34478	180	2	4668
34480	180	1	4668
34482	180	1	4668
34485	180	1	4668
34488	180	1	4668
34490	180	1	4668
34491	180	1	4668
34492	180	1	4668
34494	182	2	4668
34496	182	2	4668
34497	182	2	4668
34499	182	2	4668
34506	182	2	4668
34509	182	2	4668
34512	182	1	4668
34515	182	1	4668
34524	182	1	4668
34526	182	1	4668
34528	182	1	4668
34532	182	1	4668
34535	182	1	4668
34537	182	1	4668
34540	181	4	4668
34541	181	4	4668
34542	181	4	4668
34545	181	4	4668
34547	181	4	4668
34548	181	4	4668
34550	181	4	4668
34553	181	3	4668
34554	181	3	4668
34556	181	3	4668
34557	181	3	4668
34560	181	3	4668
34562	181	3	4668
34564	181	3	4668
34568	181	3	4668
34571	181	3	4668
34574	181	3	4668
34576	181	2	4668
34577	181	2	4668
34581	181	2	4668
34582	181	2	4668
34584	181	2	4668
34587	181	2	4668
34593	181	2	4668
34596	181	2	4668
34597	181	2	4668
34599	181	2	4668
34602	181	1	4668
34604	181	1	4668
34605	181	1	4668
34607	181	1	4668
34609	181	1	4668
34610	183	2	4668
34612	183	2	4668
34615	183	2	4668
34617	183	2	4668
34618	183	2	4668
34619	183	1	4668
34620	183	1	4668
34622	183	1	4668
34624	183	1	4668
34627	183	1	4668
34630	183	1	4668
34632	183	1	4668
34635	183	1	4668
34636	183	1	4668
34639	183	1	4668
34643	183	1	4668
34645	183	1	4668
34648	182	4 Pt 2	4668
34649	182	4 Pt 2	4668
34652	182	4 Pt 2	4668
34654	182	4 Pt 2	4668
34655	182	4 Pt 2	4668
34656	182	4 Pt 2	4668
34659	182	4 Pt 2	4668
34661	182	4 Pt 2	4668
34662	182	4 Pt 2	4668
34663	182	4	4668
34666	182	4	4668
34667	182	4	4668
34669	182	4	4668
34672	182	4	4668
34673	182	4	4668
34675	182	4	4668
34677	182	4	4668
34679	182	4 Pt 2	4668
34680	182	4 Pt 2	4668
34681	182	4 Pt 2	4668
34682	182	4	4668
34684	182	4	4668
34685	182	3	4668
34688	182	3	4668
34690	182	3	4668
34692	182	3	4668
34695	182	3	4668
34698	182	3	4668
34700	182	3	4668
34701	182	3	4668
34703	184	2	4668
34706	184	2	4668
34708	184	2	4668
34710	184	2	4668
34711	184	2	4668
34712	184	2	4668
34716	184	2	4668
34718	184	2	4668
34719	184	1	4668
34720	184	1	4668
34722	184	1	4668
34724	184	1	4668
34727	184	1	4668
34729	184	1	4668
34732	184	1	4668
34734	184	1	4668
34736	184	1	4668
34737	183	4	4668
34738	183	4	4668
34740	183	4	4668
34743	183	4	4668
34745	183	4	4668
34746	183	4	4668
34750	183	4	4668
34754	183	4	4668
34758	183	4	4668
34759	183	4	4668
34760	183	4	4668
34761	183	3	4668
34763	183	3	4668
34764	183	3	4668
34767	183	3	4668
34770	183	3	4668
34771	183	3	4668
34772	183	3	4668
34773	183	3	4668
34776	183	3	4668
34777	183	3	4668
34778	183	3	4668
34779	183	3	4668
34780	183	3	4668
34783	183	2	4668
34784	183	2	4668
34786	183	2	4668
34787	183	2	4668
34789	183	2	4668
34790	183	2	4668
34791	184	3	1011
34794	185	3	4668
34796	185	3	4668
34797	185	2	4668
34798	185	2	4668
34801	185	2	4668
34803	185	2	4668
34804	185	2	4668
34806	185	2	4668
34807	185	2	4668
34808	185	2	4668
34811	185	2	4668
34813	185	1	4668
34816	185	1	4668
34818	185	1	4668
34823	185	1	4668
34827	185	1	4668
34831	185	1	4668
34834	185	1	4668
34835	185	1	4668
34837	185	1	4668
34839	185	1	4668
34840	185	1	4668
34841	185	1	4668
34842	184	4	4668
34844	184	4	4668
34846	184	4	4668
34851	184	4	4668
34855	184	4	4668
34856	184	4	4668
34857	184	4	4668
34861	184	4	4668
34862	184	4	4668
34863	184	3	4668
34865	184	3	4668
34866	184	3	4668
34867	184	3	4668
34869	184	3	4668
34873	184	3	4668
34877	184	3	4668
34878	184	3	4668
34880	184	3	4668
34881	184	2	4668
34883	184	2	4668
34884	184	2	4668
34887	184	2	4668
34889	187	1	4668
34890	187	1	4668
34891	186	4	4668
34892	186	4	4668
34893	186	4	4668
34897	186	4	4668
34898	186	4	4668
34901	186	4	4668
34903	186	4	4668
34905	186	3	4668
34908	186	3	4668
34910	186	3	4668
34911	186	3	4668
34914	186	3	4668
34916	186	3	4668
34919	186	3	4668
34922	186	3	4668
34925	186	3	4668
34926	186	2	4668
34929	186	2	4668
34931	186	2	4668
34934	186	2	4668
34936	186	2	4668
34937	186	2	4668
34938	186	2	4668
34939	186	2	4668
34940	186	2	4668
34943	186	2	4668
34946	186	1	4668
34947	186	1	4668
34951	186	1	4668
34956	186	1	4668
34957	186	1	4668
34959	186	1	4668
34961	186	1	4668
34962	185	4	4668
34964	185	4	4668
34968	185	4	4668
34969	185	4	4668
34970	185	4	4668
34971	185	4	4668
34973	185	3	4668
34977	185	3	4668
34979	185	3	4668
34981	185	3	4668
34984	185	3	4668
34985	188	2	4668
34987	188	2	4668
34989	188	2	4668
34993	188	1	4668
34995	188	1	4668
34996	188	1	4668
34998	188	1	4668
35002	188	1	4668
35003	188	1	4668
35005	188	1	4668
35007	188	1	4668
35009	188	1	4668
35011	188	1	4668
35012	188	1	4668
35014	188	1	4668
35015	187	4	4668
35017	187	4	4668
35018	187	4	4668
35019	187	4	4668
35022	187	4	4668
35023	187	4	4668
35025	187	4	4668
35027	187	3	4668
35029	187	3	4668
35031	187	3	4668
35032	187	3	4668
35034	187	3	4668
35036	187	3	4668
35037	187	3	4668
35038	187	3	4668
35040	187	3	4668
35041	187	2	4668
35042	187	2	4668
35043	187	2	4668
35046	187	2	4668
35050	187	2	4668
35051	187	2	4668
35055	187	2	4668
35056	187	2	4668
35057	187	2	4668
35059	187	2	4668
35063	187	1	4668
35065	187	1	4668
35066	187	1	4668
35067	187	1	4668
35068	187	1	4668
