bmkegId	volume	issue	journal_id
38588	243	1	4668
38589	243	1	4668
38590	243	1	4668
38591	243	1	4668
38592	243	1	4668
38595	242	4	4668
38596	242	4	4668
38600	242	4	4668
38601	242	4	4668
38602	242	4	4668
38604	242	4	4668
38605	242	4	4668
38606	242	4	4668
38608	242	3	4668
38613	242	3	4668
38617	242	3	4668
38618	242	3	4668
38620	242	3	4668
38621	242	3	4668
38622	242	3	4668
38624	242	2	4668
38626	242	2	4668
38627	242	2	4668
38629	242	2	4668
38630	242	2	4668
38631	242	2	4668
38632	242	2	4668
38635	242	2	4668
38639	242	1	4668
38641	242	1	4668
38642	242	1	4668
38643	242	1	4668
38645	242	1	4668
38647	242	1	4668
38650	241	4	4668
38651	245	1	4668
38652	244	4	4668
38653	244	4	4668
38655	244	4	4668
38658	244	4	4668
38660	244	4	4668
38663	244	4	4668
38666	244	4	4668
38667	244	3	4668
38668	244	3	4668
38669	244	3	4668
38670	244	3	4668
38671	244	3	4668
38675	244	3	4668
38677	244	3	4668
38679	244	2	4668
38680	244	2	4668
38682	244	2	4668
38684	244	2	4668
38686	244	2	4668
38688	244	2	4668
38690	244	2	4668
38696	244	2	4668
38697	244	2	4668
38699	244	1	4668
38700	244	1	4668
38701	244	1	4668
38702	244	1	4668
38704	244	1	4668
38706	244	1	4668
38716	244	1	4668
38720	244	1	4668
38722	243	4	4668
38724	243	4	4668
38726	243	4	4668
38729	243	4	4668
38733	243	4	4668
38735	243	4	4668
38737	243	4	4668
38740	243	3	4668
38742	243	3	4668
38744	243	3	4668
38745	243	3	4668
38751	243	3	4668
38752	243	3	4668
38756	243	3	4668
38758	246	3	4668
38763	246	3	4668
38765	246	3	4668
38766	246	3	4668
38770	246	2	4668
38771	246	2	4668
38772	246	2	4668
38773	246	2	4668
38774	246	2	4668
38777	246	2	4668
38779	246	2	4668
38780	246	2	4668
38781	246	1	4668
38783	246	1	4668
38784	246	1	4668
38785	246	1	4668
38787	246	1	4668
38790	246	1	4668
38791	245	4	4668
38792	245	4	4668
38796	245	4	4668
38798	245	4	4668
38799	245	4	4668
38801	245	4	4668
38802	245	4	4668
38804	245	4	4668
38807	245	3	4668
38809	245	3	4668
38810	245	3	4668
38811	245	3	4668
38812	245	3	4668
38817	245	3	4668
38819	245	2	4668
38820	245	2	4668
38823	245	2	4668
38825	245	2	4668
38826	245	2	4668
38827	245	2	4668
38830	245	2	4668
38832	245	1	4668
38833	245	1	4668
38836	245	1	4668
38839	245	1	4668
38842	245	1	4668
38843	245	1	4668
38844	245	1	4668
38845	248	2	4668
38846	248	2	4668
38847	248	1	4668
38850	248	1	4668
38852	248	1	4668
38853	248	1	4668
38855	248	1	4668
38857	248	1	4668
38858	248	1	4668
38860	248	1	4668
38861	247	4	4668
38863	247	4	4668
38865	247	4	4668
38866	247	4	4668
38867	247	4	4668
38869	247	4	4668
38871	247	4	4668
38875	247	4	4668
38879	247	3	4668
38881	247	3	4668
38883	247	3	4668
38885	247	3	4668
38886	247	3	4668
38887	247	3	4668
38888	247	3	4668
38890	247	2	4668
38891	247	2	4668
38892	247	2	4668
38893	247	2	4668
38894	247	2	4668
38895	247	2	4668
38898	247	2	4668
38899	247	1	4668
38901	247	1	4668
38904	247	1	4668
38905	247	1	4668
38906	247	1	4668
38909	247	1	4668
38911	246	4	4668
38913	246	4	4668
38916	246	4	4668
38917	246	4	4668
38918	246	4	4668
38920	246	4	4668
38925	246	4	4668
38927	246	4	4668
38931	246	4	4668
38934	246	3	4668
38935	246	3	4668
38936	249	4	4668
38937	249	4	4668
38939	249	3	4668
38941	249	3	4668
38944	249	3	4668
38945	249	3	4668
38946	249	3	4668
38948	249	3	4668
38950	249	2	4668
38952	249	2	4668
38953	249	2	4668
38955	249	2	4668
38959	249	2	4668
38962	249	2	4668
38963	249	2	4668
38965	249	2	4668
38966	249	2	4668
38968	249	1	4668
38969	249	1	4668
38971	249	1	4668
38972	249	1	4668
38974	249	1	4668
38977	249	1	4668
38979	249	1	4668
38981	248	4	4668
38983	248	4	4668
38986	248	4	4668
38988	248	4	4668
38989	248	4	4668
38991	248	4	4668
38994	248	4	4668
38996	248	3	4668
38998	248	3	4668
39001	248	3	4668
39002	248	3	4668
39005	248	3	4668
39008	248	3	4668
39010	248	3	4668
39012	248	3	4668
39013	248	3	4668
39015	248	2	4668
39018	248	2	4668
39019	248	2	4668
39022	248	2	4668
39025	248	2	4668
39028	248	2	4668
39030	248	2	4668
39033	251	1	4668
39036	251	1	4668
39038	251	1	4668
39041	251	1	4668
39042	251	1	4668
39043	251	1	4668
39044	251	1	4668
39051	250	4	4668
39053	250	4	4668
39055	250	4	4668
39059	250	4	4668
39061	250	4	4668
39063	250	4	4668
39065	250	4	4668
39068	250	4	4668
39069	250	3	4668
39071	250	3	4668
39073	250	3	4668
39074	250	3	4668
39075	250	3	4668
39076	250	3	4668
39078	250	3	4668
39080	250	3	4668
39082	250	3	4668
39083	250	2	4668
39086	250	2	4668
39089	250	2	4668
39090	250	2	4668
39092	250	2	4668
39094	250	2	4668
39097	250	2	4668
39100	250	2	4668
39101	250	2	4668
39102	250	2	4668
39104	250	1	4668
39105	250	1	4668
39107	250	1	4668
39109	250	1	4668
39110	250	1	4668
39112	250	1	4668
39114	250	1	4668
39117	250	1	4668
39119	250	1	4668
39121	249	4	4668
39123	249	4	4668
39125	249	4	4668
39127	249	4	4668
39129	249	4	4668
39132	252	4	4668
39135	252	4	4668
39136	252	4	4668
39137	252	4	4668
39139	252	4	4668
39141	252	3	4668
39142	252	3	4668
39143	252	3	4668
39144	252	3	4668
39146	252	3	4668
39147	252	3	4668
39149	252	3	4668
39151	252	3	4668
39154	252	2	4668
39156	252	2	4668
39160	252	2	4668
39161	252	2	4668
39165	252	2	4668
39167	252	2	4668
39168	252	2	4668
39169	252	1	4668
39170	252	1	4668
39171	252	1	4668
39172	252	1	4668
39176	252	1	4668
39177	252	1	4668
39178	251	4	4668
39179	251	4	4668
39180	251	4	4668
39184	251	4	4668
39185	251	4	4668
39187	251	4	4668
39188	251	4	4668
39189	251	3	4668
39192	251	3	4668
39193	251	3	4668
39196	251	3	4668
39201	251	3	4668
39202	251	3	4668
39205	251	3	4668
39207	251	3	4668
39211	251	3	4668
39213	251	2	4668
39216	251	2	4668
39217	251	2	4668
39218	251	2	4668
39220	251	2	4668
39221	251	2	4668
39222	251	2	4668
39225	254	2	4668
39226	254	2	4668
39227	254	2	4668
39228	254	2	4668
39229	254	1	4668
39233	254	1	4668
39237	254	1	4668
39240	254	1	4668
39241	254	1	4668
39245	254	1	4668
39246	254	1	4668
39247	254	1	4668
39248	254	1	4668
39249	253	4	4668
39252	253	4	4668
39253	253	4	4668
39255	253	4	4668
39256	253	4	4668
39257	253	4	4668
39259	253	4	4668
39260	253	4	4668
39261	253	3	4668
39262	253	3	4668
39263	253	3	4668
39264	253	3	4668
39266	253	3	4668
39268	253	3	4668
39269	253	2	4668
39270	253	2	4668
39273	253	2	4668
39274	253	2	4668
39275	253	2	4668
39276	253	2	4668
39278	253	2	4668
39281	253	2	4668
39283	253	1	4668
39286	253	1	4668
39288	253	1	4668
39289	253	1	4668
39290	253	1	4668
39294	253	1	4668
39296	253	1	4668
39297	253	1	4668
39299	252	4	4668
39301	252	4	4668
39305	252	4	4668
39308	255	3	4668
39311	255	3	4668
39313	255	3	4668
39316	255	3	4668
39317	255	3	4668
39319	255	3	4668
39320	255	3	4668
39323	255	3	4668
39324	255	2	4668
39328	255	2	4668
39332	255	2	4668
39333	255	2	4668
39334	255	2	4668
39336	255	2	4668
39339	255	2	4668
39341	255	2	4668
39343	255	2	4668
39344	255	2	4668
39346	255	2	4668
39348	255	1	4668
39350	255	1	4668
39351	255	1	4668
39352	255	1	4668
39354	255	1	4668
39356	255	1	4668
39359	255	1	4668
39362	255	1	4668
39366	255	1	4668
39368	255	1	4668
39371	254	4	4668
39372	254	4	4668
39373	254	4	4668
39376	254	4	4668
39377	254	4	4668
39378	254	3	4668
39383	254	3	4668
39386	254	3	4668
39388	254	3	4668
39390	254	3	4668
39393	254	3	4668
39394	254	3	4668
39397	254	3	4668
39401	254	3	4668
39402	254	3	4668
39406	254	2	4668
39407	254	2	4668
39409	254	2	4668
39410	256	4	4668
39412	256	4	4668
39414	256	4	4668
39415	256	4	4668
39419	256	4	4668
39421	256	4	4668
39422	256	4	4668
39425	256	3	4668
39427	256	3	4668
39428	256	3	4668
39430	256	3	4668
39433	256	3	4668
39435	256	3	4668
39436	256	3	4668
39437	256	3	4668
39438	256	3	4668
39441	256	3	4668
39442	256	3	4668
39443	256	2	4668
39446	256	2	4668
39450	256	2	4668
39452	256	2	4668
39453	256	2	4668
39454	256	2	4668
39458	256	2	4668
39459	256	1	4668
39460	256	1	4668
39462	256	1	4668
39463	256	1	4668
39464	256	1	4668
39466	256	1	4668
39467	256	1	4668
39468	256	1	4668
39469	256	1	4668
39471	255	4	4668
39474	255	4	4668
39477	255	4	4668
39479	255	4	4668
39482	255	4	4668
39483	255	4	4668
39485	255	4	4668
39486	255	4	4668
39487	255	4	4668
39489	255	4	4668
39494	255	3	4668
39495	258	2	4668
39496	258	2	4668
39500	258	2	4668
39503	258	1	4668
39505	258	1	4668
39507	258	1	4668
39508	258	1	4668
39509	258	1	4668
39511	258	1	4668
39512	258	1	4668
39514	258	1	4668
39516	258	1	4668
39517	257	4	4668
39519	257	4	4668
39522	257	4	4668
39523	257	4	4668
39524	257	4	4668
39525	257	4	4668
39528	257	4	4668
39529	257	3	4668
39531	257	3	4668
39532	257	3	4668
39533	257	3	4668
39534	257	3	4668
39535	257	3	4668
39537	257	3	4668
39539	257	3	4668
39542	257	3	4668
39544	257	3	4668
39545	257	2	4668
39547	257	2	4668
39549	257	2	4668
39550	257	2	4668
39553	257	2	4668
39554	257	2	4668
39557	257	2	4668
39558	257	2	4668
39559	257	2	4668
39560	257	2	4668
39564	257	1	4668
39565	257	1	4668
39566	257	1	4668
39569	257	1	4668
39572	257	1	4668
39574	257	1	4668
39576	257	1	4668
39577	257	1	4668
39580	257	1	4668
39581	256	4	4668
39582	256	4	4668
39584	259	3	4668
39587	259	3	4668
39589	259	3	4668
39591	259	3	4668
39593	259	3	4668
39594	259	3	4668
39596	259	3	4668
39597	259	2	4668
39598	259	2	4668
39600	259	2	4668
39602	259	2	4668
39603	259	2	4668
39605	259	2	4668
39607	259	2	4668
39609	259	1	4668
39612	259	1	4668
39615	259	1	4668
39620	259	1	4668
39624	259	1	4668
39625	259	1	4668
39627	259	1	4668
39628	259	1	4668
39630	259	1	4668
39633	259	1	4668
39636	258	4	4668
39638	258	4	4668
39640	258	4	4668
39642	258	4	4668
39645	258	4	4668
39647	258	4	4668
39649	258	4	4668
39652	258	4	4668
39653	258	4	4668
39654	258	3	4668
39656	258	3	4668
39657	258	3	4668
39659	258	3	4668
39665	258	3	4668
39666	258	3	4668
39668	258	3	4668
39669	258	3	4668
39671	258	3	4668
39673	258	3	4668
39676	258	2	4668
39678	258	2	4668
39680	258	2	4668
39681	258	2	4668
39683	258	2	4668
39685	258	2	4668
39686	261	1	4668
39689	260	4	4668
39692	260	4	4668
39694	260	4	4668
39695	260	4	4668
39696	260	4	4668
39697	260	4	4668
39700	260	4	4668
39703	260	4	4668
39706	260	4	4668
39712	260	4	4668
39718	260	4	4668
39719	260	4	4668
39724	260	3	4668
39726	260	3	4668
39728	260	3	4668
39729	260	3	4668
39733	260	3	4668
39737	260	3	4668
39739	260	3	4668
39741	260	3	4668
39743	260	3	4668
39748	260	3	4668
39749	260	2	4668
39751	260	2	4668
39753	260	2	4668
39756	260	2	4668
39757	260	2	4668
39760	260	2	4668
39761	260	2	4668
39764	260	2	4668
39765	260	2	4668
39767	260	1	4668
39770	260	1	4668
39773	260	1	4668
39774	260	1	4668
39775	260	1	4668
39778	260	1	4668
39779	260	1	4668
39781	260	1	4668
39783	259	4	4668
39785	259	4	4668
39789	259	4	4668
39791	259	4	4668
39793	259	4	4668
39795	259	4	4668
39798	259	4	4668
39800	259	3	4668
39802	259	3	4668
39804	262	2	4668
39805	262	2	4668
39808	262	2	4668
39811	262	1	4668
39812	262	1	4668
39813	262	1	4668
39815	262	1	4668
39817	262	1	4668
39818	262	1	4668
39819	262	1	4668
39824	262	1	4668
39826	262	1	4668
39827	262	1	4668
39828	261	4	4668
39830	261	4	4668
39832	261	4	4668
39835	261	4	4668
39837	261	4	4668
39838	261	4	4668
39840	261	4	4668
39842	261	4	4668
39844	261	4	4668
39847	261	3	4668
39848	261	3	4668
39850	261	3	4668
39852	261	3	4668
39853	261	3	4668
39854	261	3	4668
39855	261	3	4668
39856	261	3	4668
39858	261	2	4668
39861	261	2	4668
39862	261	2	4668
39863	261	2	4668
39867	261	2	4668
39870	261	2	4668
39872	261	2	4668
39873	261	2	4668
39875	261	1	4668
39878	261	1	4668
39879	261	1	4668
39882	261	1	4668
39883	261	1	4668
39887	261	1	4668
39888	261	1	4668
39890	261	1	4668
39891	261	1	4668
39892	263	4	4668
39893	263	4	4668
39894	263	3	4668
39897	263	3	4668
39902	263	3	4668
39903	263	3	4668
39906	263	3	4668
39908	263	3	4668
39911	263	3	4668
39914	263	3	4668
39917	263	2	4668
39918	263	2	4668
39921	263	2	4668
39922	263	2	4668
39924	263	2	4668
39925	263	2	4668
39928	263	2	4668
39930	263	2	4668
39932	263	2	4668
39933	263	1	4668
39935	263	1	4668
39936	263	1	4668
39938	263	1	4668
39940	263	1	4668
39943	263	1	4668
39946	263	1	4668
39948	263	1	4668
39951	263	1	4668
39954	263	1	4668
39956	263	1	4668
39958	263	1	4668
39959	262	4	4668
39962	262	4	4668
39964	262	4	4668
39966	262	4	4668
39967	262	4	4668
39968	262	4	4668
39970	262	4	4668
39971	262	4	4668
39972	262	3	4668
39973	262	3	4668
39976	262	3	4668
39980	262	3	4668
39981	262	3	4668
39982	262	3	4668
39985	262	2	4668
39986	262	2	4668
39987	262	2	4668
39988	262	2	4668
39990	265	2	4668
39992	265	2	4668
39993	265	1	4668
39994	265	1	4668
39995	265	1	4668
39998	265	1	4668
40000	265	1	4668
40003	265	1	4668
40004	265	1	4668
40005	264	4	4668
40007	264	4	4668
40010	264	4	4668
40012	264	4	4668
40014	264	4	4668
40015	264	4	4668
40017	264	4	4668
40020	264	4	4668
40024	264	3	4668
40025	264	3	4668
40028	264	3	4668
40032	264	3	4668
40036	264	3	4668
40038	264	3	4668
40039	264	3	4668
40040	264	2	4668
40043	264	2	4668
40044	264	2	4668
40045	264	2	4668
40046	264	2	4668
40048	264	2	4668
40049	264	2	4668
40051	264	2	4668
40052	264	2	4668
40055	264	1	4668
40058	264	1	4668
40059	264	1	4668
40060	264	1	4668
40062	264	1	4668
40064	264	1	4668
40065	264	1	4668
40068	264	1	4668
40069	263	4	4668
40075	263	4	4668
40077	263	4	4668
40080	263	4	4668
40081	263	4	4668
40082	263	4	4668
40084	263	4	4668
40085	263	4	4668
40086	266	3	4668
40087	266	3	4668
40088	266	3	4668
40089	266	3	4668
40091	266	3	4668
40092	266	3	4668
40097	266	3	4668
40100	266	3	4668
40107	266	2	4668
40108	266	2	4668
40109	266	2	4668
40111	266	2	4668
40115	266	2	4668
40116	266	2	4668
40118	266	2	4668
40120	266	2	4668
40122	266	2	4668
40123	266	2	4668
40124	266	1	4668
40127	266	1	4668
40129	266	1	4668
40133	266	1	4668
40136	266	1	4668
40138	266	1	4668
40140	266	1	4668
40142	266	1	4668
40144	266	1	4668
40147	265	4	4668
40148	265	4	4668
40150	265	4	4668
40152	265	4	4668
40154	265	4	4668
40155	265	3	4668
40158	265	3	4668
40160	265	3	4668
40161	265	3	4668
40162	265	3	4668
40164	265	3	4668
40167	265	3	4668
40168	265	2	4668
40170	265	2	4668
40171	265	2	4668
40173	265	2	4668
40175	265	2	4668
40176	265	2	4668
40179	265	2	4668
40182	268	1	4668
40184	268	1	4668
40186	268	1	4668
40187	268	1	4668
40190	268	1	4668
40192	268	1	4668
40195	268	1	4668
40197	267	4	4668
40201	267	4	4668
40203	267	4	4668
40205	267	4	4668
40208	267	4	4668
40209	267	4	4668
40211	267	4	4668
40213	267	4	4668
40214	267	4	4668
40215	267	3	4668
40220	267	3	4668
40221	267	3	4668
40222	267	3	4668
40223	267	3	4668
40225	267	3	4668
40227	267	3	4668
40228	267	2	4668
40230	267	2	4668
40231	267	2	4668
40233	267	2	4668
40235	267	2	4668
40236	267	2	4668
40239	267	2	4668
40240	267	2	4668
40242	267	1	4668
40245	267	1	4668
40246	267	1	4668
40248	267	1	4668
40250	267	1	4668
40251	266	4	4668
40252	266	4	4668
40253	266	4	4668
40254	266	4	4668
40256	266	4	4668
40257	266	4	4668
40259	269	3	4668
40260	269	2	4668
40261	269	2	4668
40263	269	2	4668
40266	269	2	4668
40268	269	2	4668
40271	269	2	4668
40273	269	2	4668
40274	269	2	4668
40275	269	2	4668
40276	269	1	4668
40277	269	1	4668
40278	269	1	4668
40280	269	1	4668
40283	269	1	4668
40284	269	1	4668
40285	269	1	4668
40286	269	1	4668
40287	269	1	4668
40288	269	1	4668
40289	268	4	4668
40291	268	4	4668
40295	268	4	4668
40297	268	4	4668
40298	268	4	4668
40300	268	4	4668
40301	268	4	4668
40302	268	3	4668
40303	268	3	4668
40304	268	3	4668
40306	268	3	4668
40308	268	3	4668
40310	268	3	4668
40312	268	3	4668
40313	268	3	4668
40315	268	2	4668
40316	268	2	4668
40317	268	2	4668
40319	268	2	4668
40321	268	2	4668
40323	268	2	4668
40324	268	2	4668
40326	268	2	4668
40330	268	1	4668
40332	268	1	4668
40335	268	1	4668
40338	270	4	4668
40343	270	4	4668
40347	270	4	4668
40349	270	4	4668
40352	270	4	4668
40353	270	4	4668
40355	270	3	4668
40359	270	3	4668
40361	270	3	4668
40368	270	3	4668
40373	270	3	4668
40377	270	3	4668
40379	270	3	4668
40380	270	3	4668
40382	270	3	4668
40383	270	2	4668
40387	270	2	4668
40389	270	2	4668
40391	270	2	4668
40394	270	2	4668
40396	270	2	4668
40397	270	2	4668
40399	270	2	4668
40401	270	1	4668
40403	270	1	4668
40405	270	1	4668
40407	270	1	4668
40408	270	1	4668
40413	270	1	4668
40415	270	1	4668
40417	270	1	4668
40419	270	1	4668
40421	269	4	4668
40422	269	4	4668
40424	269	4	4668
40428	269	4	4668
40429	269	4	4668
40431	269	4	4668
40435	269	4	4668
40437	269	3	4668
40440	269	3	4668
40443	269	3	4668
40445	269	3	4668
40447	269	3	4668
40450	269	3	4668
40454	269	3	4668
40457	269	3	4668
40458	272	1	4668
40460	272	1	4668
40463	272	1	4668
40465	272	1	4668
40466	272	1	4668
40468	272	1	4668
40470	272	1	4668
40471	271	4	4668
40473	271	4	4668
40475	271	4	4668
40480	271	4	4668
40481	271	4	4668
40482	271	4	4668
40487	271	4	4668
40490	271	4	4668
40491	271	3	4668
40492	271	3	4668
40494	271	3	4668
40496	271	3	4668
40498	271	3	4668
40500	271	3	4668
40501	271	3	4668
40503	271	3	4668
40505	271	3	4668
40506	271	3	4668
40508	271	3	4668
40510	271	2	4668
40513	271	2	4668
40515	271	2	4668
40517	271	2	4668
40518	271	2	4668
40521	271	2	4668
40523	271	2	4668
40524	271	1	4668
40526	271	1	4668
40530	271	1	4668
40532	271	1	4668
40533	271	1	4668
40534	271	1	4668
40535	271	1	4668
40542	271	1	4668
40545	271	1	4668
40548	271	1	4668
40550	271	1	4668
40551	270	4	4668
40554	270	4	4668
40557	270	4	4668
40562	270	4	4668
40565	270	4	4668
40568	273	3	4668
40572	273	3	4668
40576	273	3	4668
40581	273	2	4668
40582	273	2	4668
40586	273	2	4668
40588	273	2	4668
40590	273	2	4668
40594	273	2	4668
40595	273	2	4668
40596	273	1	4668
40599	273	1	4668
40603	273	1	4668
40605	273	1	4668
40610	273	1	4668
40613	273	1	4668
40615	273	1	4668
40616	272	4	4668
40617	272	4	4668
40619	272	4	4668
40622	272	4	4668
40623	272	4	4668
40624	272	4	4668
40625	272	4	4668
40627	272	4	4668
40628	272	4	4668
40629	272	3	4668
40630	272	3	4668
40632	272	3	4668
40637	272	3	4668
40638	272	3	4668
40642	272	3	4668
40645	272	3	4668
40652	272	3	4668
40654	272	3	4668
40656	272	3	4668
40658	272	2	4668
40659	272	2	4668
40663	272	2	4668
40664	272	2	4668
40668	272	2	4668
40670	272	2	4668
40673	272	2	4668
40674	272	2	4668
40676	272	2	4668
40677	272	2	4668
40679	272	1	4668
40680	272	1	4668
40683	274	4	4668
40684	274	4	4668
40685	274	4	4668
40687	274	4	4668
40688	274	3	4668
40690	274	3	4668
40692	274	3	4668
40693	274	3	4668
40695	274	3	4668
40696	274	3	4668
40697	274	3	4668
40698	274	3	4668
40699	274	3	4668
40703	274	2	4668
40705	274	2	4668
40706	274	2	4668
40712	274	2	4668
40714	274	2	4668
40717	274	2	4668
40718	274	2	4668
40719	274	2	4668
40721	274	2	4668
40722	274	1	4668
40725	274	1	4668
40726	274	1	4668
40731	274	1	4668
40733	274	1	4668
40734	274	1	4668
40736	274	1	4668
40739	274	1	4668
40741	274	1	4668
40742	274	1	4668
40744	273	4	4668
40746	273	4	4668
40747	273	4	4668
40748	273	4	4668
40749	273	4	4668
40754	273	4	4668
40755	273	4	4668
40759	273	4	4668
40760	273	3	4668
40764	273	3	4668
40767	273	3	4668
40768	273	3	4668
40771	273	3	4668
40773	273	3	4668
40775	273	3	4668
40776	276	2	4668
40777	276	2	4668
40778	276	2	4668
40779	276	2	4668
40782	276	2	4668
40784	276	1	4668
40786	276	1	4668
40789	276	1	4668
40790	276	1	4668
40792	276	1	4668
40795	276	1	4668
40798	275	4	4668
40800	275	4	4668
40802	275	4	4668
40803	275	4	4668
40806	275	4	4668
40807	275	4	4668
40808	275	4	4668
40811	275	4	4668
40812	275	3	4668
40814	275	3	4668
40816	275	3	4668
40817	275	3	4668
40820	275	3	4668
40821	275	3	4668
40822	275	3	4668
40823	275	3	4668
40824	275	2	4668
40826	275	2	4668
40828	275	2	4668
40830	275	2	4668
40832	275	2	4668
40834	275	2	4668
40836	275	2	4668
40839	275	2	4668
40840	275	1	4668
40842	275	1	4668
40844	275	1	4668
40849	275	1	4668
40852	275	1	4668
40854	275	1	4668
40857	275	1	4668
40859	275	1	4668
40860	275	1	4668
40863	275	1	4668
40865	274	4	4668
40868	274	4	4668
40871	274	4	4668
40872	277	4	4668
40874	277	4	4668
40879	277	3	4668
40882	277	3	4668
40883	277	3	4668
40888	277	3	4668
40889	277	3	4668
40892	277	3	4668
40893	277	3	4668
40894	277	3	4668
40895	277	2	4668
40896	277	2	4668
40898	277	2	4668
40900	277	2	4668
40902	277	2	4668
40904	277	2	4668
40905	277	2	4668
40906	277	2	4668
40908	277	1	4668
40909	277	1	4668
40911	277	1	4668
40912	277	1	4668
40914	277	1	4668
40917	277	1	4668
40919	277	1	4668
40921	277	1	4668
40922	277	1	4668
40923	276	4	4668
40924	276	4	4668
40926	276	4	4668
40927	276	4	4668
40929	276	4	4668
40932	276	4	4668
40933	276	4	4668
40935	276	4	4668
40938	276	4	4668
40939	276	4	4668
40944	276	3	4668
40945	276	3	4668
40947	276	3	4668
40948	276	3	4668
40949	276	3	4668
40950	276	3	4668
40951	276	3	4668
40954	276	3	4668
40956	276	2	4668
40957	276	2	4668
40959	276	2	4668
40960	276	2	4668
40962	276	2	4668
40965	279	1	4668
40969	279	1	4668
40970	278	4	4668
40972	278	4	4668
40974	278	4	4668
40976	278	4	4668
40977	278	4	4668
40979	278	4	4668
40981	278	4	4668
40982	278	4	4668
40984	278	4	4668
40985	278	4	4668
40986	278	3	4668
40987	278	3	4668
40988	278	3	4668
40991	278	3	4668
40994	278	3	4668
40997	278	3	4668
40998	278	3	4668
41002	278	3	4668
41003	278	3	4668
41004	278	3	4668
41006	278	3	4668
41007	278	2	4668
41009	278	2	4668
41010	278	2	4668
41012	278	2	4668
41014	278	2	4668
41016	278	2	4668
41018	278	2	4668
41021	278	2	4668
41022	278	2	4668
41024	278	2	4668
41025	278	1	4668
41026	278	1	4668
41027	278	1	4668
41031	278	1	4668
41032	278	1	4668
41033	277	4	4668
41035	277	4	4668
41038	277	4	4668
41040	277	4	4668
41041	277	4	4668
41043	277	4	4668
41044	277	4	4668
41045	277	4	4668
41047	280	2	4668
41048	280	2	4668
41053	280	1	4668
41055	280	1	4668
41056	280	1	4668
41060	280	1	4668
41063	280	1	4668
41067	280	1	4668
41070	280	1	4668
41071	280	1	4668
41074	280	1	4668
41077	279	4	4668
41079	279	4	4668
41082	279	4	4668
41084	279	4	4668
41087	279	4	4668
41088	279	4	4668
41090	279	4	4668
41091	279	4	4668
41095	279	4	4668
41096	279	4	4668
41098	279	3	4668
41100	279	3	4668
41101	279	3	4668
41103	279	3	4668
41106	279	3	4668
41109	279	3	4668
41110	279	3	4668
41113	279	3	4668
41115	279	3	4668
41117	279	2	4668
41118	279	2	4668
41119	279	2	4668
41121	279	2	4668
41125	279	2	4668
41126	279	2	4668
41127	279	2	4668
41129	279	2	4668
41130	279	2	4668
41132	279	2	4668
41136	279	2	4668
41139	279	1	4668
41141	279	1	4668
41142	279	1	4668
41144	279	1	4668
41148	279	1	4668
41150	279	1	4668
41151	279	1	4668
41154	281	3	4668
41156	281	2	4668
41157	281	2	4668
41158	281	2	4668
41160	281	2	4668
41161	281	2	4668
41162	281	2	4668
41164	281	2	4668
41166	281	2	4668
41168	281	2	4668
41169	281	1	4668
41170	281	1	4668
41172	281	1	4668
41176	281	1	4668
41179	281	1	4668
41181	281	1	4668
41184	281	1	4668
41185	281	1	4668
41187	281	1	4668
41189	281	1	4668
41193	281	1	4668
41194	280	4	4668
41198	280	4	4668
41199	280	4	4668
41200	280	4	4668
41203	280	4	4668
41204	280	4	4668
41206	280	4	4668
41210	280	4	4668
41211	280	4	4668
41213	280	4	4668
41215	280	4	4668
41216	280	4	4668
41217	280	3	4668
41218	280	3	4668
41221	280	3	4668
41222	280	3	4668
41223	280	3	4668
41226	280	3	4668
41228	280	3	4668
41234	280	3	4668
41236	280	3	4668
41238	280	3	4668
41241	280	2	4668
41242	280	2	4668
41244	280	2	4668
41246	280	2	4668
41247	280	2	4668
41248	280	2	4668
41251	280	2	4668
41254	282	4	4668
41255	282	4	4668
41258	282	4	4668
41262	282	4	26457
41264	282	4	4668
41266	282	4	4668
41267	282	3	4668
41268	282	3	4668
41271	282	3	4668
41273	282	3	4668
41275	282	3	4668
41278	282	3	4668
41282	282	3	4668
41283	282	3	4668
41285	282	3	4668
41287	282	2	4668
41291	282	2	4668
41292	282	2	4668
41293	282	2	4668
41295	282	2	4668
41296	282	2	4668
41298	282	2	4668
41299	282	2	4668
41300	282	1	4668
41302	282	1	4668
41304	282	1	4668
41308	282	1	4668
41310	282	1	4668
41312	282	1	4668
41315	282	1	4668
41317	282	1	4668
41318	282	1	4668
41320	281	4	4668
41324	281	4	4668
41325	281	4	4668
41326	281	4	4668
41329	281	4	4668
41330	281	4	4668
41332	281	4	4668
41336	281	4	4668
41338	281	4	4668
41339	281	4	4668
41341	281	3	4668
41342	281	3	4668
41343	281	3	4668
41345	281	3	4668
41347	281	3	4668
41348	281	3	4668
41350	281	3	4668
41361	285	3	4668
41366	285	3	4668
41368	285	3	4668
41370	285	2	4668
41374	285	2	4668
41376	285	2	4668
41377	285	2	4668
41380	285	2	4668
41383	285	2	4668
41385	285	1	4668
41387	285	1	4668
41388	285	1	4668
41390	285	1	4668
41391	285	1	4668
41393	285	1	4668
41394	285	1	4668
41395	285	1	4668
41398	285	1	4668
41401	284	4	4668
41402	284	4	4668
41404	284	4	4668
41405	284	4	4668
41406	284	4	4668
41408	284	4	4668
41409	284	4	4668
41411	284	4	4668
41412	284	3	4668
41414	284	3	4668
41416	284	3	4668
41421	284	3	4668
41423	284	3	4668
